Q1,14102
Q2,13945
Q3,217
Q4,11609
Q5,10074
Q6,1535
Q7,379
Q8,1669.22
Q9,340967
Q10,432341
Q11,111194.78
Q12,164562.74
Q13,719.15
Q14,165281.89
Q15,267059.11
Q16,21490
Q17,174015.88
